ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنل ََلَ,ملحقَبالمزيدَبحرف,تفَعْللَََ,ملحقَبمجردَالرباعي,فعَْل ََلَ,م,,ص,ج
"",,,,,,,,,,
"",,,,,,أَبْْلَََ,427,,27,ءَبَهَلََ
"",,,,,,,,,,
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنللَََ,ملحقَبالمزيدَبحرف,تفَعْل ََلَ,ملحقَبمجردَالرباعي,فعَْللَََ,م,ص,ج
"",,,,,,,,,
"",,,,,,بلَصَْمََ,304,31,بَلَصَمَ
"",,,,,,,,,
"",,اِبلْنَْصََ,,,,َ,497,17,بَلَصَي
"",,,,,,بلَضَْمَََ,428,1,بَلَضَمَ
"",,,,,,بلَطَْ ََح,321,6,بَلَطَحَ
"",,,,,,بلَعَكََ,83,27,بَلَعَكَ
"",,,,,,بلَعَمََ,304,31,بَلَعَمَ
"",,اِبلْنَْقَ ََع,,,,بلَقَْعََ,359,20,بَلَقَعَ
"",,اِبلْنَْقََقََ,,,,,94,25,بَلَقَقَ
"",,,,,,بلَكَعََ,360,20,بَلَكَعَ
"",,,,,,بلَه َسََ,468,15,بَلَهَسَ
"",,,,تبََله َصََ,,بلَه َصََ,497,17,بَلَهَصَ
"",,,,,,بلَهقَََ,99,25,بَلَهَقَ
"",,,تبََلوَْ ََر,,بلَوَْرََ,,575,2,بَلَوَرَ
"",,,,,بنَْتَََ,َ,445,1,بَنَتَنَ
"",,,,,بنَْدَرََ,,44,-,بَنَدَرَ
"",,,,,بنَْدَ َقَ,,100,25,بَنَدَقَ
"",,,,تبَََبَْهََ,,بَْبَهَََ,351,36,بَهَبَهَ
"",,,,,,بَْ ََتَ,609,2,بَهَتَرَ
"",,,,,,بَْتََََ,461,1,بَهَتَنَ
"",,,,تبَََرَ ََج,,بَْرَجََ,273,10,بَهَجَرَ
"",,,,,,بَْدَلََ,126,28,بَهَدَلَ
"",,,,تبَََرَ ََج,,بَْرَج1ََ,432,5,بَهَرَجَ
"",,,,تبَََرَ َسَ,,,472,15,بَهَرَسَ
"",,,,تبَََرَمََ,,بَْرَمََ,315,31,بَهَرَمَ
"",,,,تبَََصَْلََ,,بَْصَلََ,127,28,بَهَصَلَ
"",,,,,,بَْكَثََ,178,5,بَهَكَثَ
"",,,,تبَََكَنََ,,,292,34,بَهَكَنَ
"",,,,تبَََلَْسََ,,,473,15,بَهَلَسَ
"",,,,تبَََلْصَََ,,بَْل َصََ,501,17,بَهَلَصَ
"",,,,تبَََلْقَََ,,بَْل َقََ,109,25,بَهَلَقَ
"",,,تبَََنسَََ,,بَْنسَََ,,474,15,بَهَنَسَ
"",,,تبََوْذَرََ,,بوَْذَرَََ,َ,477,1,بَوَذَرَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنللَََ,ملحقَبالمزيدَبحرف,تفَعْل ََلَ,ملحقَبمجردَالرباعي,فعَْللَََ,م,ص,ج
"",,,,,,,,,
"",,,تبََوْلقَََ,,بوَْلقََََ,َ,491,1,بَوَلَقَ
"",,,,,بيَْببَََ,َ,54,2,بَيَبَبَ
"",,,,,بيَْجَرََ,َ,496,1,بَيَجَرَ
"",,,,,بيَْدَ ََر,َ,709,2,بَيَدَرَ
"",,,تبَيَْذَ َقَ,,,َ,497,1,بَيَذَقَ
"",,,,,بيَْطَرََ,,725,2,بَيَطَرَ
"",,,تبَيَْقَرََ,,بيَْقَ ََر,َ,230,10,بَيَقَرَ
"",,,تبَيَْكَرََ,,بيَْكَ ََر,َ,506,1,بَيَكَرَ
"",,,تبَيَْْسَََ,,,َ,472,15,بَيَهَسَ
"",,,,,,تأَتْأََ,159,1,تَءَتَءَ
"",,,,,,تبَْت ََبََ,58,2,تَبَتَبَ
"",,,,,,تبََْ ََك,90,27,تَبَرَكَ
"",,,,تتََحْتَحََ,,تََتَ ََح,325,6,تَحَتَحَ
"",,,,,,تََتَ ََخ,44,3,تَخَتَخَ
"",,,,ت ترَََ,,ترَْترََََ,282,10,تَرَتَرَ
"",,,,,,ترَْجَمََ,327,31,تَرَجَمَ
"",,,,,ترَْقََ,َ,115,25,تَرَقَي
"",,,,,,ترَْمَ َسَ,479,15,تَرَمَسَ
"",,,,تتََعْتَََع,,تعَْتَعَََ,394,20,تَعَتَعَ
"",,,,,,تغَْتَََغَ,456,22,تَغَتَغَ
"",,,,,,تفَْت َفَََ,56,23,تَفَتَفَ
"",,,,تتََقْتقََ,,تقَْتقََ,116,25,تَقَتَقَ
"",,,,,,تكَْتكََََ,96,27,تَكَتَكَ
"",اِتلَْب,,,,,,76,2,تَلَءَبَ
"",,,,,,تلَتَْ ََل,100,3,تَلَتَلَ
"",,,,تتََلمَ ََذ,,تلَمَذََ,380,9,تَلَمَذَ
"",اِتمَأرَ,,,,,َ,293,10,تَمَءَرَ
"",اِتمَألَ,,,,,,143,28,تَمَءَلَ
"",,,,,,تمَْ َََتَ,338,31,تَمَتَمَ
"",اِتمَهلَ,,,,,تمَْه ََلَ,144,28,تَمَهَلَ
"",,,,,تنَتْلَََ,,145,28,تَنَتَلَ
"",,,,,تنَْتَََ,َ,321,34,تَنَتَنَ
"",,,,تتَََتَْهََ,,تََتَ ََه,358,36,تَهَتَهَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنللَََ,ملحقَبالمزيدَبحرف,تفَعْل ََلَ,ملحقَبمجردَالرباعي,فعَْللَََ,م,ص,ج
"",,,,,,,,,
"",,,,تثَأَثَْأَ,,ثأَثْأََ,161,1,ثَءَثَءَ
"",,,,,,,,,
"",,,,تثَأَل ََلَ,,ثأَلْلَََ,203,3,ثَءَلَلَ
"",اِثبَْأجَ,,,,,َ,444,5,ثَبَءَجَ
"",اِثبَْأ َطَ,,,,,َ,177,19,ثَبَءَطَ
"",,,,,,ثبَْثبَََ,209,3,ثَبَثَبَ
"",اِثبَْجَر,,,,,,306,10,ثَبَجَرَ
"",,,,تثَجَْث ََجَ,,ثََث ََجَ,221,3,ثَجَثَجَ
"",,,,,,ثََثحَََ,330,6,ثَحَثَحَ
"",,اِث نرَبَْجََ,,,,,236,3,ثَرَبَجَ
"",,اِث نرَتََْ,,,,,477,4,ثَرَتَي
"",,,,,,ثرَْث ََرَ,236,3,ثَرَثَرَ
"",,اِث نرَدَْى,,,,,464,7,ثَرَدَي
"",,اِث نرَطَْأَ,,,,,164,1,ثَرَطَءَ
"",,,,,,ثرَْطَلََ,151,28,ثَرَطَلَ
"",,,,,,ثرَْطَ ََم,354,31,ثَرَطَمَ
"",,,,,,ثرَْعَط,179,19,ثَرَعَطَ
"",,,,,,ثرَْمَدََ,465,7,ثَرَمَدَ
"",,اِث نرَمَْط,,,,ثرَْمَ ََط,179,19,ثَرَمَطَ
"",,اِثرَم ََطَ,,,,,,,
"",,,,,,ثرَْمَلََ,151,28,ثَرَمَلَ
"",,,,تثَطَْعَمََ,,,354,31,ثَطَعَمَ
"",,,,تثَعَْثعَََ,,ثعَْثََعََ,409,20,ثَعَثَعَ
"",,اِثعَنْجَجََ,,,,َ,330,6,ثَعَجَجَ
"",,اِثعَنْجَ ََح,,,,,330,6,ثَعَجَحَ
"",,اِثعَنْجَرََ,,,,ثعَْجَرََ,318,10,ثَعَجَرَ
"",,,,,,ثعَْرَرََ,321,10,ثَعَرَرَ
"",,,,تثَعَْل ََبَ,,ثعَْل ََبَ,89,2,ثَعَلَبَ
"",,,,,,ثغَْثََغََ,459,22,ثَغَثَغَ
"",,,,تثَفَْرَقََ,,,121,25,ثَفَرَقَ
"",,,,,,ثقَْثقَََ,121,25,ثَقَثَقَ
"",,,,,,ثكَْث ََكََ,98,27,ثَكَثَكَ
"",,,,تثَلَثْ ََلَ,,ثلَثْلََََ,164,28,ثَلَثَلَ
"",,,,,,ثلَمَط,185,19,ثَلَمَطَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنللَََ,ملحقَبالمزيدَبحرف,تفَعْل ََلَ,ملحقَبمجردَالرباعي,فعَْللَََ,م,ص,ج
"",,,,,,,,,
"",,,,تثَمَْ َََث,,ثمَْثَََ,363,31,ثَمَثَمَ
"",اِثمَعَد,,,,,,469,7,ثَمَعَدَ
"",,,,,ثنَتْ ََلَ,,169,28,ثَنَتَلَ
"",,,,,ثنَْ ََثَ,,341,3,ثَنَثَنَ
"",,,,,,ثََثهَََ,362,36,ثَهَثَهَ
"",,,,,ثيَتْ ََلَ,,373,3,ثَيَتَلَ
"",,,,,,جَأب ََزََ,12,4,جَءَبَزَ
"",,,,تََأجََْأ,,جَأجَْأَ,165,1,جَءَجَءَ
"",,,,,,جَأل ََلََ,226,28,جَءَلَلَ
"",,,,تََبْجَ ََب,,جَبْجَبَََ,28,4,جَبَجَبَ
"",اِجْثأَلَ,,,,,َ,186,28,جَثَءَلَ
"",,,,تََثجَْ ََث,,جَثجَْ ََثَ,195,5,جَثَجَثَ
"",,,,,,جَحْجَ ََب,131,2,جَحَجَبَ
"",,,,,,جَحْجَحََ,332,6,جَحَجَحَ
"",,,,تََحْدَرََ,,جَحْدَرََ,376,10,جَحَدَرَ
"",,,,تََحْدَلََ,,جَحْدَ ََل,189,28,جَحَدَلَ
"",,,,,,جَحْدَََم,374,31,جَحَدَمَ
"",,,,,,جَحْرَمََ,375,31,جَحَرَمَ
"",,اِجْحَنشَْشََ,,,,,99,17,جَحَشَش
"",,,,,,جَحْظَمََ,375,31,جَحَظَمَ
"",,,,تََحْفَ ََل,,جَحْفَ ََل,190,28,جَحَفَلَ
"",,,,,,جَحْلَََ,376,31,جَحَلَمَ
"",,,,,,جَحْمَ َظ,207,20,جَحَمَظَ
"",,,,,جَحْنشَََ,,99,17,جَحَنَشَ
"",,,,تََخْجَخََ,,جَخْجَخَََ,242,7,جَخَجَخَ
"",,,,,,جَخْدَبََ,134,2,جَخَدَبَ
"",,,,,,جَخْدَ ََل,191,28,جَخَدَلَ
"",,,,,,جَخْدَمََ,376,31,جَخَدَمَ
"",,,,,جَدْوَلََ,,145,4,جَدَوَلَ
"",اِجْذَأَر,,,,,,391,10,جَذَءَرَ
"",,,,,,جَذْجَذََ,151,4,جَذَجَذَ
"",اِجْرَأَبَ,,,,,َ,156,2,جَرَءَبَ
"",اِجْرَأَ َش,,,,,َ,102,17,جَرَءَشَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنل ََلَ,ملحقَبالمزيدَبحرف,تفَعْل ََلَ,ملحقَبمجردَالرباعي,فعَْل ََلَ,م,ص,ج
"",,,,,,,,,
"",,,,,,جَرْبذَََ,386,9,جَرَبَذَ
"",,,,,,,,,
"",,,,,,جَرْبزَََ,55,15,جَرَبَزَ
"",,,,,,جَرْثلَََ,201,28,جَرَثَلَ
"",,اِجْ نرَثَََْ,,تََرْثَََ,,,395,31,جَرَثَمَ
"",,,تََرْ َثَ,,,َ,197,5,جَرَثَيَ
"",,,,,,جَرْجَ ََب,158,2,جَرَجَبَ
"",,,,تََرْجَ ََر,,جَرْجَ ََرَ,187,4,جَرَجَرَ
"",,,,تََرْجَ ََم,,جَرْجَمََ,397,31,جَرَجَمَ
"",,,,,,جَرْدَبََ,158,2,جَرَدَبَ
"",,,,,,جَرْدَحََ,340,6,جَرَدَحَ
"",,,,,,جَرْدَ ََل,201,28,جَرَدَلَ
"",,,,,,جَرْدَمََ,398,31,جَرَدَمَ
"",,,,,,جَرْذَمََ,398,31,جَرَذَمَ
"",,,,,,جَرْ ََسَ,398,31,جَرَسَمَ
"",,,,,,جَرْشَ ََب,159,2,جَرَشَبَ
"",,اِجْ نرَشَْ ََم,,,,جَرْشَََ,399,31,جَرَشَمَ
"",اِجْرَعَب,,,,,جَرْعَبََ,160,2,جَرَعَبَ
"",اِجْرَعَن,,,,,,354,34,جَرَعَنَ
"",,,,,,جَرْفخَََ,243,7,جَرَفَخَ
"",,,,,,جَرْفسَََ,498,15,جَرَفَسَ
"",,,,,,جَرْكَشَََ,190,2,جَرَكَشَ
"",,اِجْ نرَمَْزََ,,تََرْمَ ََز,,جَرْمَزََ,56,15,جَرَمَزَ
"",,اِجْرَمزَََ,,,,,,,
"",,,,,,جَرْمَقََ,267,4,جَرَمَقَ
"",اِجْرَهَد,,,,,جَرْهَدََ,272,4,جَرَهَدَ
"",,,,تََرْ َََه,,جَرْهَََ,273,4,جَرَهَمَ
"",اِجْسَأنَ,,,,,َ,553,34,جَسَءَنَ
"",,,,,,جَشْجَشَََ,106,17,جَشَجَشَ
"",,,,تََعْبََأ,,جَعْبَأََ,356,4,جَعَبَءَ
"",,,,,,جَعْ ََبََ,442,10,جَعَبَرَ
"",,,,,,جَعْبَلََ,211,28,جَعَبَلَ
"",,اِجْتعْبََ,تََعْ َبَ,,جَعْ َبَ,َ,164,2,جَعَبَيَ
"",,,,,,جَعْث ََبَ,165,2,جَعَثَبَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنللَََ,ملحقَبالمزيدَبحرف,تفَعْللَََ,ملحقَبمجردَالرباعي,فعَْللَََ,م,ص,ج
"",,,,,,,,,
"",,,,,,جَعْثَََ,443,10,جَعَثَرَ
"",,,,تََعْثَََ,,,411,31,جَعَثَمَ
"",,,,تََعْثَََ,,,357,34,جَعَثَنَ
"",,,,تََعْجَعََ,,جَعْجَعَََ,442,20,جَعَجَعَ
"",,,,,,جَعْدَرََ,368,4,جَعَدَرَ
"",اِجْعَظَر,,,,,جَعْظَ ََر,444,10,جَعَظَرَ
"",,,,,,جَعََْف ََد,506,7,جَعَفَدَ
"",,,,,,جَعْفَقََ,127,25,جَعَفَقَ
"",,,,,,جَعْفَ ََل,212,28,جَعَفَلَ
"",,,,,,جَعْمَ ََر,447,10,جَعَمَرَ
"",,,,,,جَعْمَسََ,505,15,جَعَمَسَ
"",,,,,,جَعْمَصَََ,227,2,جَعَمَصَ
"",اِجْفَأ َظَ,,,,,َ,210,20,جَفَءَظَ
"",,,,تََفْجَ َفَ,,جَفْجَفَََ,88,23,جَفَجَفَ
"",,,,تََلبَْ ََب,,جَلبَْبَََ,168,2,جَلَبَبَ
"",,,,,,جَلبَْ ََد,425,4,جَلَبَدَ
"",,,,,,جَلبَْ َصَ,425,4,جَلَبَصَ
"",,,,تََلتَََْ,,جَلتَََْ,426,4,جَلَتَنَ
"",,,,تََلجَْ ََل,,جَلجَْلَََ,426,4,جَلَجَلَ
"",اِجْلحََم,,,,,جَلحَْ ََم,415,31,جَلَحَمَ
"",اِجْلخََب,,,,,,181,2,جَلَخَبَ
"",اِجْلخََد,,,,,,515,7,جَلَخَدَ
"",اِجْلخََذ,,,,,,437,4,جَلَخَذَ
"",اِجْلخََم,,,,,,416,31,جَلَخَمَ
"",,اِجْلنَْخَى,,,,َ,,,جَلَخَي
"",اِجْلعََب,,,,,,181,2,جَلَدَبَ
"",,اِجْلنَْضََ,,,,,278,18,جَلَضَي
"",,اِجْلنَْطَى,,,,َ,,,جَلَطَي
"",,اِجْلنَْظَأَ,,,,جَلظََْأ,179,1,جَلَظَءَ
"",,اِجْلنَْظَى,,,,,212,20,جَلَظَي
"",اِجْلعََد,,,,,جَلعَدََ,516,7,جَلَعَدَ
"",,,,,,جَلفَْطََ,190,19,جَلَفَطَ
"",,,,,,جَلفَْظََ,211,20,جَلَفَظَ
ملحقَبالمزيدَبحرفين,اِفعَللَ,اِفعَنل ََلَ,ملحقَبالمزيدَبحرف,تفَعْللَََ,ملحقَبمجردَالرباعي,فعَْل ََلَ,م,ص,ج
"",,,,,,,,,
"",,اِجْلنَْفَ ََع,,,,,467,4,جَلَفَعَ
"",,,,,,,,,
"",,,,,,جَلفَْ ََن,467,4,جَلَفَنَ
"",,,,,,جَلمَ ََح,484,4,جَلَمَحَ
"",,,,,,جَلمَط,191,19,جَلَمَطَ
"",,,,,,جَلمَقََ,131,25,جَلَمَقَ
"",,,,,,جَله ََز,69,15,جَلَهَزَ
"",,,,,,جَله َقَ,131,25,جَلَهَقَ
"",,,,,جَلوَْزََ,َ,65,15,جَلَوَزَ
"",,,,,جَلوَْ َظَ,َ,499,4,جَلَوَظَ
"",,,,,,جََجَمَََ,425,31,جَمَجَمَ
"",,,,,,جََحَ ََل,244,28,جَمَحَلَ
"",,,,,,جََزَرََ,471,10,جَمَزَرَ
"",,,,,,جََعَرََ,472,10,جَمَعَرَ
"",,,,,,جََعَلََ,244,28,جَمَعَلَ
"",,,,تََمْه ََرَ,,جََهرَََ,473,10,جَمَهَرَ
"",,,,,جَنبَْدََ,َ,298,2,جَنَبَدَ
"",,,,,جَنبَْ ََذ,,390,9,جَنَبَذَ
"",,,تََنْجَ َقَ,,جَنجَْ َقَ,,134,25,جَنَبَقَ
"",,,,,جَندَرََ,,476,10,جَنَدَرَ
"",,,,,جَنفَْسََ,,517,15,جَنَفَسَ
"",,,,,,جََجََأ,182,1,جَهَجَءَ
"",,,,تََهجَْهََ,,جََجَهََ,371,36,جَهَجَهَ
"",,,,,,جََدَََم,434,31,جَهَدَمَ
"",,,,,,جََرَمََ,434,31,جَهَرَمَ
"",,,,تََهضَْ ََم,,جََضَ ََم,435,31,جَهَضَمَ
"",,,,,,جََل َقََ,134,25,جَهَلَقَ
